iter	RMSE
231	9.274032194
232	9.268308836
233	9.265303737
234	9.256777174
235	9.251731413
236	9.245036971
237	9.239719193
238	9.236776113
239	9.228831801
240	9.224123652
241	9.220469396
242	9.216056364
243	9.213164858
244	9.209011695
245	9.206167778
246	9.203617445
247	9.200901907
248	9.196432721
249	9.191308472
250	9.186919457
251	9.179838415
252	9.176308102
253	9.17380235
254	9.164144065
255	9.161594075
256	9.159145612
257	9.154569247
258	9.151701168
259	9.150539847
260	9.146902364
261	9.143021984
262	9.138343421
263	9.132793644
264	9.130448125
265	9.129095566
266	9.126045986
267	9.120348886
268	9.112857196
269	9.108055045
270	9.100855193
271	9.091499374
272	9.085356629
273	9.080923753
274	9.074716934
275	9.06831576
276	9.06388974
277	9.063094092
278	9.06014329
279	9.05914619
280	9.055523821
281	9.047762899
282	9.046224897
283	9.042399453
284	9.041264949
285	9.037465872
286	9.035087341
287	9.032179711
288	9.026486209
289	9.023223205
290	9.018409031
291	9.016103887
292	9.013150613
293	9.011269959
294	9.010498379
295	9.006437416
296	9.001028074
297	8.995439144
298	8.989471162
299	8.985282589
300	8.979071704
301	8.969731297
302	8.963025338
303	8.959134451
304	8.955732652
305	8.952847149
306	8.951241177
307	8.944908345
308	8.941009425
309	8.938901838
310	8.933407038
311	8.929061646
312	8.928156909
313	8.921252359
314	8.916291339
315	8.91360478
316	8.905665166
317	8.899275114
318	8.89391303
319	8.884691228
320	8.882964247
321	8.881903506
322	8.875144382
323	8.871118738
324	8.867045678
325	8.864211127
326	8.861233707
327	8.855298926
328	8.848288154
329	8.847041534
330	8.844556988
331	8.84268305
332	8.834023491
333	8.828550357
334	8.825797696
335	8.819844113
336	8.817012649
337	8.815036973
338	8.81415241
339	8.806797963
340	8.801783798
341	8.799534808
342	8.791643232
343	8.78844783
344	8.782208766
345	8.781684258
346	8.780651969
347	8.773106917
348	8.769043889
349	8.766968597
350	8.76518596
351	8.761459152
352	8.757709948
353	8.752088923
354	8.746807725
355	8.744593143
356	8.742232785
357	8.732541043
358	8.730347171
359	8.722214582
360	8.712885605
361	8.71202826
362	8.711011467
363	8.708877411
364	8.708332454
365	8.704879196
366	8.700759922
367	8.691877214
368	8.689583748
369	8.686206958
370	8.682517125
371	8.682162844
372	8.673532263
373	8.664980208
374	8.662975382
375	8.662550231
376	8.657705893
377	8.654727556
378	8.648429262
379	8.637515446
380	8.630406945
381	8.625383933
382	8.623102896
383	8.619085436
384	8.618245169
385	8.617789434
386	8.612914829
387	8.607026062
388	8.597629199
389	8.590532479
390	8.590314536
391	8.583548561
392	8.577633544
393	8.57279904
394	8.567761065
395	8.563778056
396	8.556467604
397	8.555349911
398	8.554119388
399	8.548931144
400	8.541260017
401	8.534750879
402	8.528574882
403	8.525743969
404	8.519071866
405	8.50869607
406	8.503150916
407	8.502037277
408	8.498359142
409	8.494720643
410	8.488945805
411	8.483681116
412	8.481408866
413	8.475816306
414	8.467177841
415	8.464539494
416	8.463741781
417	8.45959045
418	8.455758537
419	8.449599389
420	8.443449627
421	8.436345356
422	8.432951871
423	8.430325046
424	8.42247369
425	8.421865418
426	8.421726813
427	8.420971326
428	8.417396912
429	8.414967095
430	8.411373381
431	8.410232677
432	8.408633464
433	8.40680407
434	8.404828028
435	8.403389918
436	8.400530215
437	8.393766829
438	8.393687668
439	8.388533404
440	8.387201978
441	8.382000039
442	8.379295816
443	8.375850738
444	8.373264167
445	8.367887589
446	8.365215907
447	8.363977178
448	8.361791574
449	8.354287013
450	8.353153388
451	8.351565841
452	8.348026804
453	8.34146406
454	8.339107914
455	8.33069447
456	8.328696908
457	8.325365529
458	8.324736378
459	8.320467682
460	8.319219916
461	8.314116392
462	8.305447762
463	8.298417378
464	8.298274206
465	8.294161209
466	8.290723072
467	8.28691411
468	8.28320218
469	8.275846738
470	8.270427826
471	8.269366825
472	8.268928562
473	8.265551523
474	8.262557645
475	8.253107148
476	8.247843626
477	8.239779813
478	8.235082982
479	8.234450676
480	8.225998472
481	8.223116687
482	8.220896678
483	8.210698792
484	8.206996575
485	8.202721477
486	8.200355794
487	8.196908641
488	8.191503103
489	8.185699529
490	8.181801853
491	8.174453509
492	8.16940825
493	8.163900532
494	8.156360883
495	8.153004625
496	8.15228094
497	8.146519807
498	8.143995289
499	8.137532398
500	8.134466061
501	8.130809718
502	8.123783057
503	8.122952496
504	8.12191501
505	8.117923906
506	8.116669254
507	8.116290646
508	8.114158544
509	8.110188094
510	8.104560826
511	8.102240907
512	8.101718318
513	8.097108224
514	8.095102494
515	8.089841503
516	8.082381744
517	8.076399192
518	8.076086665
519	8.071240887
520	8.069872669
521	8.068728425
522	8.065640325
523	8.060857832
524	8.056731972
525	8.053801967
526	8.051102662
527	8.047967196
528	8.047886795
529	8.046743444
530	8.045116717
531	8.04087445
532	8.035659765
533	8.035403485
534	8.032368958
535	8.027188604
536	8.026113166
537	8.023653453
538	8.01856857
539	8.013741426
540	8.00959345
541	8.008133383
542	8.006875314
543	8.001914126
544	7.998221793
545	7.992900687
546	7.991455352
547	7.990242977
548	7.98323171
549	7.982001357
550	7.97939351
551	7.974714648
552	7.973596292
553	7.970641816
554	7.964157736
555	7.961133785
556	7.952991193
557	7.950055053
558	7.948200119
559	7.942090033
560	7.936862853
561	7.930959992
562	7.927832141
563	7.925361498
564	7.920907344
565	7.916271028
566	7.91545289
567	7.91334029
568	7.911753558
569	7.910912479
570	7.907717373
571	7.90498859
572	7.90064228
573	7.897070967
574	7.895361152
575	7.893234282
576	7.890636715
577	7.885974956
578	7.882208834
579	7.880200025
580	7.875376547
581	7.873667019
582	7.870242141
583	7.868526625
584	7.865958934
585	7.862065583
586	7.861101881
587	7.86010556
588	7.856863419
589	7.854519116
590	7.852077431
591	7.850595222
592	7.845649294
593	7.844589876
594	7.844517491
595	7.838440866
596	7.832479264
597	7.829789107
598	7.827431573
599	7.821041568
600	7.820411107
601	7.818117306
602	7.817542647
603	7.816331048
604	7.811561167
605	7.808652162
606	7.807065138
607	7.803623509
608	7.800992565
609	7.794627677
610	7.794169656
611	7.791979221
612	7.790508535
613	7.789973837
614	7.783676098
615	7.778076595
616	7.777571701
617	7.774365323
618	7.769655366
619	7.767472017
620	7.76328813
621	7.761094846
622	7.760359735
623	7.755552361
624	7.751889611
625	7.751030121
626	7.749134674
627	7.746081614
628	7.742250829
629	7.739375804
630	7.736488022
631	7.735339352
632	7.733096164
633	7.730773332
634	7.72857598
635	7.728043497
636	7.723528982
637	7.722133676
638	7.716981453
639	7.714549452
640	7.714267567
641	7.71228958
642	7.710529003
643	7.706420593
644	7.702390582
645	7.701798283
646	7.69907094
647	7.691591326
648	7.691376276
649	7.690680072
650	7.689378369
651	7.686894343
652	7.681085308
653	7.679176488
654	7.678375446
655	7.676372724
656	7.674569143
657	7.670729678
658	7.667587359
659	7.661421542
660	7.657962842
661	7.654897969
662	7.65251094
663	7.6486751
664	7.642426374
665	7.638553764
666	7.637756828
667	7.632973654
668	7.630872112
669	7.624869526
670	7.619885177
671	7.618137616
672	7.614434834
673	7.614175581
674	7.611804991
675	7.609942191
676	7.605278999
677	7.600670418
678	7.594544735
679	7.593168644
680	7.591845831
681	7.588489173
682	7.581463863
683	7.579364199
684	7.576489797
685	7.572698191
686	7.566846013
687	7.560077482
688	7.556107023
689	7.551394404
690	7.548091461
691	7.546623799
692	7.542656274
693	7.540609989
694	7.538397559
695	7.535855698
696	7.53464213
697	7.53428453
698	7.528469452
699	7.522719491
700	7.520336662
701	7.519268265
702	7.518643253
703	7.515967188
704	7.511887308
705	7.505633144
706	7.499168288
707	7.495424637
708	7.492990439
709	7.489989042
710	7.484224423
711	7.478904835
712	7.476983973
713	7.475781716
714	7.475430906
715	7.471775917
716	7.469144394
717	7.463931846
718	7.462000031
719	7.459198173
720	7.454411204
721	7.453758068
722	7.451441629
723	7.448450508
724	7.445823058
725	7.443598756
726	7.438489815
727	7.43624276
728	7.428526286
729	7.427472885
730	7.427243592
731	7.425422591
732	7.422558964
733	7.418242673
734	7.417284943
735	7.413844463
736	7.410848688
737	7.408913915
738	7.407604449
739	7.405091179
740	7.402550314
741	7.400836057
742	7.399919477
743	7.39372195
744	7.391456259
745	7.388167869
746	7.386896241
747	7.384803873
748	7.383788979
749	7.380850602
750	7.373421249
751	7.368730405
752	7.366700064
753	7.365907597
754	7.365117947
755	7.362984029
756	7.362246462
757	7.360716832
758	7.358137692
759	7.356621752
760	7.353694743
761	7.350364568
762	7.347194682
763	7.343302284
764	7.340485687
765	7.338036451
766	7.33216423
767	7.330988904
768	7.329889076
769	7.325826404
770	7.322089821
771	7.319801596
772	7.318184796
773	7.317597291
774	7.316000886
775	7.314503595
776	7.311536642
777	7.311174829
778	7.305951241
779	7.30079244
780	7.297707813
781	7.294098357
782	7.291723683
783	7.290727191
784	7.288101878
785	7.285038642
786	7.284383088
787	7.283017552
788	7.281200297
789	7.279345602
790	7.276544964
791	7.272723311
792	7.272214237
793	7.268250917
794	7.264497137
795	7.2623811
796	7.257318872
797	7.252580592
798	7.248109731
799	7.243663474
800	7.240982529
801	7.240061337
802	7.235569635
803	7.234460304
804	7.232156061
805	7.228926975
806	7.225124564
807	7.224229281
808	7.219224685
809	7.213778575
810	7.211521736
811	7.207399832
812	7.20220463
813	7.199567348
814	7.194812463
815	7.192536433
816	7.190672816
817	7.187560253
818	7.184171252
819	7.180520931
820	7.179850217
821	7.177110785
822	7.174283367
823	7.171484211
824	7.169773821
825	7.168791339
826	7.165161943
827	7.16209651
828	7.160784733
829	7.158157449
830	7.156127148
831	7.152641941
832	7.146912045
833	7.143757785
834	7.140663294
835	7.137646258
836	7.134622695
837	7.128991786
838	7.127122704
839	7.122963583
840	7.122345201
841	7.119059096
842	7.116686666
843	7.115813247
844	7.110164352
845	7.108057803
846	7.10303545
847	7.101023566
848	7.098799144
849	7.097459387
850	7.093447741
851	7.092368284
852	7.089515682
853	7.084750757
854	7.080777594
855	7.080396732
856	7.079070452
857	7.075265509
858	7.07370469
859	7.072798027
860	7.071956651
861	7.06945855
862	7.068161181
863	7.065345027
864	7.063296227
865	7.062414251
866	7.059903055
867	7.054512491
868	7.049886238
869	7.049052641
870	7.047602535
871	7.046807386
872	7.045256931
873	7.043029558
874	7.040802141
875	7.037605736
876	7.03650883
877	7.034234428
878	7.032873493
879	7.029089236
880	7.025752859
881	7.02423911
882	7.02339855
883	7.021389013
884	7.020391117
885	7.018068962
886	7.014755127
887	7.014028099
888	7.011630397
889	7.010873076
890	7.006961594
891	7.00359303
892	7.000176283
893	6.997559428
894	6.995317165
895	6.994662673
896	6.994422529
897	6.991929281
898	6.986993931
899	6.986773972
900	6.982846943
901	6.979966031
902	6.977587262
903	6.976588315
904	6.97461807
905	6.969900121
906	6.969414642
907	6.968174588
908	6.966481837
909	6.965387883
910	6.964334083
911	6.960620965
912	6.958358226
913	6.955486483
914	6.952657624
915	6.951265072
916	6.947990565
917	6.943557425
918	6.943238219
919	6.940586322
920	6.939218899
921	6.937592118
922	6.935869314
923	6.935733525
924	6.935214171
925	6.933247986
926	6.930309838
927	6.929004775
928	6.927658396
929	6.927509024
930	6.925431241
931	6.923962476
932	6.922672858
933	6.920773046
934	6.920592903
935	6.918920024
936	6.918044255
937	6.913989777
938	6.910956653
939	6.910396485
940	6.906217001
941	6.903052674
942	6.901047894
943	6.900958311
944	6.896529076
945	6.895967525
946	6.895807573
947	6.893610071
948	6.891924284
949	6.889994563
950	6.887291632
951	6.885977333
952	6.884139096
953	6.881899808
954	6.880199515
955	6.877485168
956	6.873004598
957	6.870831012
958	6.868497977
959	6.86732209
960	6.866088497
961	6.865172155
962	6.862615579
963	6.86130435
964	6.861166717
965	6.857325485
966	6.855594587
967	6.852013171
968	6.848403404
969	6.846951313
970	6.845549306
971	6.84298386
972	6.84193072
973	6.840678631
974	6.840589655
975	6.838691
976	6.836256805
977	6.834512413
978	6.832271554
979	6.831695978
980	6.828877754
981	6.826903709
982	6.82587247
983	6.822897624
984	6.821152766
985	6.818301965
986	6.815893475
987	6.811740545
988	6.808827233
989	6.805974469
990	6.80515178
991	6.804172542
992	6.803620997
993	6.801786649
994	6.796086242
995	6.795923127
996	6.794861141
997	6.794677798
998	6.7929051
999	6.79114945
